actively_hiring,Type_of_job,company_name,location,salary,experience,experience_enc
,data entry executive,kaushal gram rural services private limited,jaipur,₹  2 - 2.5 lpa,0-2 years,2
,career counselor,confluence educational services private limited,hyderabad,₹  2 - 3 lpa,0-2 years,2
,business development executive,dinesh singh,lucknow,₹  2 - 5 lpa,0-5 years,4
,mis executive (billing),eastern logica infoway limited,delhi,₹  2 - 4 lpa,0-2 years,2
1.0,business development associate,byju's the learning app,panipat,₹  4 - 5 lpa,0-5 years,4
,junior recruitment executive,selections hr services,thane,₹  2 - 4.5 lpa,0-2 years,2
,financial services sales manager,ams marketing solution private limited,gurgaon,₹  3 - 6 lpa,0-5 years,4
,math teacher (jee),vijaya classes,pimpri-chinchwad,₹  4 lpa,0-2 years,2
,floor manager,mc leading edge private limited,delhi,₹  8 - 8.5 lpa,0-5 years,4
,corporate sales associate,kavaniya edutech llp,remote,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,virtucon consultancy private limited,pune,₹  2 - 3 lpa,0-2 years,2
,client success account executive,go mo dbs,pune,₹  4 - 4.5 lpa,0-2 years,2
,hr executive,shoppre,bangalore,₹  2 - 2.16 lpa,0-2 years,2
,store officer,meyer organics private limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,junior product marketing associate,taxpert professionals private limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,investment analyst,sujay finserv consultants private limited,nashik,₹  2 lpa,0-2 years,2
,inside sales associate,wizklub,hyderabad,₹  4 - 6 lpa,0-5 years,4
,junior graphic designer & animator,isha merchant,remote,₹  2 lpa,0-2 years,2
,medical representative (field medical sales),vkare bio sciences private limited,amritsar,₹  2.4 - 3.6 lpa,0-2 years,2
,customer service specialist,mbd group,delhi,₹  2 - 3 lpa,0-2 years,2
,business development manager,mygate,mumbai,₹  2 lpa,0-2 years,2
,telesales associate,career crafter,gurgaon,₹  4 - 4.5 lpa,0-2 years,2
,associate - business development,echosense technologies private limited,gurgaon,₹  6 - 8 lpa,0-5 years,4
,executive - customer relations,sahajanand laser technology limited,gandhinagar,₹  3.6 - 4 lpa,0-2 years,2
,senior wordpress developer,digiquack technologies,mohali,₹  2.6 lpa,0-2 years,2
,field sales executive,soumyya resins private limited,ahmedabad,₹  2 - 3.5 lpa,0-2 years,2
,junior frontend sde,factwise tech,thane,₹  4.5 - 6.5 lpa,0-5 years,4
,design engineer,vidya placement service,kanpur,₹  2 - 3 lpa,0-2 years,2
,assistant manager - pre-sales & operations,empfly services,gurgaon,₹  2 - 2.5 lpa,0-2 years,2
,business associate,nupay by entellus business solutions private limited,gurgaon,₹  3 - 3.6 lpa,0-2 years,2
,sales executive,beep innovations private limited,bangalore,₹  2 - 3.2 lpa,0-2 years,2
,product manager,twango,delhi,₹  3 - 4 lpa,0-2 years,2
,trainee - talent acquisition,spinny valuedrive technologies private limited,gurgaon,₹  3 - 4 lpa,0-2 years,2
,accountant,r r agrawal and co,mumbai,₹  2 lpa,0-2 years,2
,graduate engineer trainee (get),cable vision systems private limited,ahmedabad,₹  2 lpa,0-2 years,2
,associate brand manager,hello december,navi mumbai,₹  2 - 2.2 lpa,0-2 years,2
,junior talent acquisition executive,sutra services private limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
,digital marketing executive,keiretsu,ludhiana,₹  2 - 2.5 lpa,0-2 years,2
,field sales executive,incra soft private limited,hyderabad,₹  2.4 - 3 lpa,0-2 years,2
,telecaller,terse job,remote,₹  2.4 - 6 lpa,0-5 years,4
,junior search engine optimization (seo) associate,amplework software private limited,jaipur,₹  2 lpa,0-2 years,2
,business development executive,storymirror infotech private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,front desk receptionist,smartnet software private limited,pune,₹  2 - 3 lpa,0-2 years,2
,client relationship manager,skyhigh visas,delhi,₹  2 - 2.5 lpa,0-2 years,2
,waiter,absolute barbecue private limited,remote,₹  2 - 2.5 lpa,0-2 years,2
,junior motion graphics associate,sky&co media,indore,₹  2 lpa,0-2 years,2
,digital marketing executive,matrix solution,gurgaon,₹  2.16 - 2.64 lpa,0-2 years,2
,junior social media marketing executive,web glaze services,delhi,₹  2 - 2.2 lpa,0-2 years,2
1.0,civil structural engineer,saluja cad consultancy,allahabad,₹  4 - 7.2 lpa,0-5 years,4
1.0,mis executive,saregama india limited,mumbai,₹  2 - 2.4 lpa,0-2 years,2
1.0,content creator,solvaphile,remote,₹  2 - 6 lpa,0-5 years,4
1.0,junior video developer,avanzar health,remote,₹  2 - 3 lpa,0-2 years,2
1.0,ios app developer,infoware,remote,₹  4.5 - 5 lpa,0-5 years,4
1.0,business growth associate,mobileware technologies private limited,mumbai,₹  3 - 3.5 lpa,0-2 years,2
1.0,business process analyst,mobileware technologies private limited,mumbai,₹  3 - 3.5 lpa,0-2 years,2
1.0,junior operations executive,yourdost health solutions,bangalore,₹  2.5 - 3 lpa,0-2 years,2
1.0,lifestyle accessory designer (jewelry designer),everstylish lifestyle private limited,gurgaon,₹  2.4 - 3 lpa,0-2 years,2
1.0,training & development associate,traya health,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,business development executive,thecoinrepublic,bhopal,₹  2 - 3 lpa,0-2 years,2
1.0,stock researcher,thecoinrepublic,bhopal,₹  2 - 4 lpa,0-2 years,2
1.0,technical writer,thecoinrepublic,indore,₹  2 - 4 lpa,0-2 years,2
1.0,stock market trader,thecoinrepublic,indore,₹  2 - 5 lpa,0-5 years,4
1.0,research analyst,thecoinrepublic,bhopal,₹  2 - 4 lpa,0-2 years,2
1.0,equity analyst,thecoinrepublic,bhopal,₹  2 - 5 lpa,0-5 years,4
1.0,market trader,thecoinrepublic,bhopal,₹  2 - 4 lpa,0-2 years,2
1.0,market analyst,thecoinrepublic,indore,₹  2 - 5 lpa,0-5 years,4
1.0,junior copywriter,walk experiential marketing and management pvt. ltd.,gurgaon,₹  2 - 3 lpa,0-2 years,2
1.0,junior architect,reflex realty llp,mumbai,₹  2 - 2.2 lpa,0-2 years,2
1.0,client service executive,walk experiential marketing and management pvt. ltd.,gurgaon,₹  2 lpa,0-2 years,2
,assistant - accounts and operations,healthy minds,gurgaon,₹  2.4 - 3 lpa,0-2 years,2
,administration executive,gallant sports & infra private limited,gurgaon,₹  2 - 3 lpa,0-2 years,2
,digital marketing executive,hubwelt global private limited,delhi,₹  10 - 15 lpa,0-5 years,4
1.0,business development executive,par solution,surat,₹  2 lpa,0-2 years,2
,customer relationship manager,knowledge gate,ghaziabad,₹  2 - 2.5 lpa,0-2 years,2
,junior telecaller,e digital india,tatanagar,₹  2 - 2.4 lpa,0-2 years,2
,sales & supply exeuctive,zerund,guwahati,₹  2 - 2.4 lpa,0-2 years,2
1.0,associate content developer (english),traya health,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,social media marketing specialist,the affordable organic store,hyderabad,₹  4.5 - 6 lpa,0-5 years,4
1.0,telecaller,krs educreations private limited,ghaziabad,₹  2 - 2.05 lpa,0-2 years,2
1.0,associate course coordinator,iide education private limited,delhi,₹  2.5 - 3.4 lpa,0-2 years,2
1.0,copywriter,watermelon health,mumbai,₹  4 lpa,0-2 years,2
1.0,content writer,the quizopedia,delhi,₹  2 - 2.52 lpa,0-2 years,2
1.0,human resource executive,the quizopedia,delhi,₹  2.52 - 3.6 lpa,0-2 years,2
1.0,admissions & academic operations,hundred learning,coimbatore,₹  2 - 3 lpa,0-2 years,2
1.0,computer operator/supervisor,dgs translogistics india private limited,bavla,₹  2 - 3 lpa,0-2 years,2
1.0,client success associate,sharedpro,vadodara,₹  2 - 3 lpa,0-2 years,2
1.0,design and development engineer,engineering dna,mumbai,₹  2 - 2.4 lpa,0-2 years,2
1.0,business development associate,ockypocky,delhi,₹  3 - 3.5 lpa,0-2 years,2
,corporate it sales executive,baari labs,indore,₹  2.5 - 3 lpa,0-2 years,2
,relationship lead,blox,thane,₹  8 - 15 lpa,0-5 years,4
,associate telecaller,crystal logistics cold chain limited,mumbai,₹  2 - 4 lpa,0-2 years,2
,junior search engine optimization (seo) specialist,ebslon infotech,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,human resources executive,the quizopedia,gaya,₹  2.52 - 3.6 lpa,0-2 years,2
,business development associate,byju's the learning app,gurgaon,₹  4 - 8 lpa,0-5 years,4
,inside sales associate,urban company,bangalore,₹  3 - 4.5 lpa,0-2 years,2
1.0,assistant hr manager,tagglabs,gurgaon,₹  3 - 4 lpa,0-2 years,2
1.0,academic counsellor,ockypocky,delhi,₹  3 - 3.5 lpa,0-2 years,2
1.0,field sales representative,revintech,chennai,₹  3 - 4 lpa,0-2 years,2
1.0,subject matter expert,solvaphile,remote,₹  2 - 6 lpa,0-5 years,4
1.0,business development associate,bangalore real estate,bangalore,₹  3 - 7 lpa,0-5 years,4
1.0,full stack development tutor,red & white multimedia education,ahmedabad,₹  2 - 3 lpa,0-2 years,2
1.0,education counsellor,global eduversity,delhi,₹  3.5 - 4 lpa,0-2 years,2
1.0,business development executive,clecotech international private limited,indore,₹  2 - 4 lpa,0-2 years,2
,assistant manager - operations,rise global consultancy,navi mumbai,₹  2 - 2.5 lpa,0-2 years,2
,digital marketing specialist - seo & smo,golden group,panipat,₹  2 - 2.5 lpa,0-2 years,2
,ui/ux developer,seedwill consulting,gurgaon,₹  4 - 6 lpa,0-5 years,4
,junior associate,sharma advocates chandigarh,chandigarh,₹  2 lpa,0-2 years,2
,general manager,positive mind care and research centre,gurgaon,₹  8 - 12 lpa,0-5 years,4
,junior graphic designer,abstract reality studio,delhi,₹  3.6 - 4.1 lpa,0-2 years,2
,junior influencer marketing executive,xpnsv,gurgaon,₹  2.3 - 2.7 lpa,0-2 years,2
,front office executive,srga & co.,delhi,₹  2.5 - 3 lpa,0-2 years,2
,international voice process trainee,refactor academy private limited,bangalore,₹  4.5 lpa,0-2 years,2
,analyst - student service,tc global,mumbai,₹  2 - 4.2 lpa,0-2 years,2
,graduate survey scripter,yougov,mumbai,₹  5 - 5.5 lpa,0-5 years,4
,associate software engineer,urbanpro,bangalore,₹  4 lpa,0-2 years,2
1.0,junior interior designer,g2design interior,pune,₹  2.4 - 2.8 lpa,0-2 years,2
1.0,corporate sales specialist,ockypocky,delhi,₹  2.4 - 3 lpa,0-2 years,2
,business development executive,academic assist,bangalore,₹  2 - 2.4 lpa,0-2 years,2
1.0,admission counsellor,coding ninjas,gurgaon,₹  4 - 6 lpa,0-5 years,4
,corporate sales executive,fitnesstack india private limited,delhi,₹  2 - 2.4 lpa,0-2 years,2
,junior social media marketing specialist,thrift bazaar premium hair solutions,gurgaon,₹  2 - 3 lpa,0-2 years,2
,graphic designer,meliorist media private limited,nagpur,₹  2 - 2.2 lpa,0-2 years,2
,travel sales executive,hari web infotech,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,customer service executive,g&r management consultancy private limited,ranchi,₹  2 lpa,0-2 years,2
,azure devops developer,bm infotrade,gurgaon,₹  9 - 10 lpa,0-5 years,4
1.0,senior engineer (product design),saluja cad consultancy,faridabad,₹  6 - 10 lpa,0-5 years,4
,content writer,traviyo,noida,₹  2 - 2.18 lpa,0-2 years,2
,junior software developer,xrm labs,remote,₹  2 lpa,0-2 years,2
,legal associate,cns juris,pune,₹  3 - 4.5 lpa,0-2 years,2
,sales associate,impact guru,delhi,₹  2 - 4 lpa,0-2 years,2
,software tester,innovantes it solutions llp,chandigarh,₹  2 - 3 lpa,0-2 years,2
1.0,junior legal researcher,lloyd harrington australia proprietary limited,remote,₹  2 - 3 lpa,0-2 years,2
,sales engineer,zenith career solutions,ahmedabad,₹  2 - 2.4 lpa,0-2 years,2
,business development executive,cloudvandana solutions,remote,₹  2 lpa,0-2 years,2
,junior architect,innout designers and interiors,coimbatore,₹  2 - 2.5 lpa,0-2 years,2
,b2b marketing executive,indinese global private limited,noida,₹  2.4 - 3 lpa,0-2 years,2
,business development associate,hashone careers,coimbatore,₹  2 - 2.5 lpa,0-2 years,2
,corporate sales specialist,pampearth,guwahati,₹  2 lpa,0-2 years,2
,interior designer,trance interiors,mumbai,₹  2 lpa,0-2 years,2
,video animator and editor,atdrive,remote,₹  2.5 lpa,0-2 years,2
,graphic designer,the butterfly effect studio,mumbai,₹  2 - 2.01 lpa,0-2 years,2
,business development executive,biomax security,ahmedabad,₹  2 - 2.5 lpa,0-2 years,2
,business development executive,{igebra.ai}math++,hyderabad,₹  2.4 - 3.5 lpa,0-2 years,2
,business development manager - oem,ev chargeman,hyderabad,₹  2 lpa,0-2 years,2
,content writer,pankaj rawat,remote,₹  2 lpa,0-2 years,2
,office administration manager,wandercue tours and travellers llp,remote,₹  2.5 lpa,0-2 years,2
,corporate sales executive,bye tense,delhi,₹  2 - 3 lpa,0-2 years,2
,corporate sales manager,porceko india private limited,ahmedabad,₹  2 - 2.4 lpa,0-2 years,2
,corporate sales associate,prithvee propmart private limited,noida,₹  2 - 4 lpa,0-2 years,2
,receptionist,lavish holiday,bangalore,₹  2 - 2.2 lpa,0-2 years,2
,brand promoter,imagimake,ahmedabad,₹  2 - 2.2 lpa,0-2 years,2
,corporate sales associate,fluidech it services private limited,gurgaon,₹  2 - 4.8 lpa,0-2 years,2
,customer success executive,neodocs technologies private limited,mumbai,₹  3 - 5 lpa,0-5 years,4
,junior search engine optimization (seo) executive,blogging india,mumbai,₹  3 - 7 lpa,0-5 years,4
,client service quant,tradetron,remote,₹  3 lpa,0-2 years,2
,it recruiter,maven workforce,noida,₹  3 - 4 lpa,0-2 years,2
,business development executive,smg storage private limited (store my goods),noida,₹  2 - 4 lpa,0-2 years,2
1.0,data analyst,vindiata consulting private limited,thane,₹  3.5 - 4.5 lpa,0-2 years,2
,content writer,boi services,delhi,₹  2 - 2.5 lpa,0-2 years,2
1.0,assistant manager - business development,naturelink education network private limited (part of the karmyog for 21st century group),kolkata,₹  2 - 3.5 lpa,0-2 years,2
1.0,business development associate,apex inox enterprises,delhi,₹  3.12 - 3.36 lpa,0-2 years,2
,stock trading trainer & marketer,bigyikes tradelinks,delhi,₹  3.6 - 5.5 lpa,0-5 years,4
,business analyst,q.institute,remote,₹  8 lpa,0-5 years,4
1.0,junior operations associate,gourmet investments private limited,mumbai,₹  2 - 2.5 lpa,0-2 years,2
1.0,junior field sales associate,smart technologies,mohali,₹  2 - 3 lpa,0-2 years,2
,recruiter,ritanveshi consultancy & ventures private limited,jaipur,₹  3 - 4 lpa,0-2 years,2
,product marketeer,hotnot,remote,₹  2 - 6 lpa,0-5 years,4
1.0,hr manager,twenty7 incorporation,delhi,₹  2 - 3 lpa,0-2 years,2
1.0,marketing executive,vedansh group of hospitals,ghaziabad,₹  2 - 2.5 lpa,0-2 years,2
1.0,front-desk executive,wyscale de-fi credit cooperative society limited,mumbai,₹  2 - 2.4 lpa,0-2 years,2
1.0,ui/ux designer (figma),codenxt web technologies private limited,remote,₹  3 - 7.2 lpa,0-5 years,4
1.0,researcher,requin solutions private limited,jaipur,₹  2 - 2.1 lpa,0-2 years,2
,chatgpt api integration & prompts engineer,crackadmission,remote,₹  2.5 - 5 lpa,0-5 years,4
,study success strategist,better mind institute,remote,₹  6.4 - 18 lpa,0-5 years,4
,preschool teacher,esperanza preschool & 24x7 childcare,hyderabad,₹  2 - 3 lpa,0-2 years,2
1.0,sales manager,gainers realtors llp,gurgaon,₹  4 - 6 lpa,0-5 years,4
,wordpress developer,resolute solutions,bhavnagar,₹  3 - 3.6 lpa,0-2 years,2
1.0,junior wordpress developer,zedex info private limited,mumbai,₹  2 lpa,0-2 years,2
1.0,quality analyst,loansettlement,delhi,₹  2.5 lpa,0-2 years,2
1.0,assistant manager (administration),avaesa,chennai,₹  2.4 - 2.5 lpa,0-2 years,2
1.0,general sales executive,avaesa,chennai,₹  2.4 - 2.5 lpa,0-2 years,2
1.0,operations lead,avaesa,chennai,₹  2.4 - 2.5 lpa,0-2 years,2
1.0,senior digital marketing executive,vscale consulting llp,remote,₹  3 - 4 lpa,0-2 years,2
,junior social media marketing manager,instaweb labs private limited,mumbai,₹  2 - 4 lpa,0-2 years,2
1.0,content writer,vscale consulting llp,remote,₹  2 - 3 lpa,0-2 years,2
1.0,junior digital marketing executive,vscale consulting llp,remote,₹  2 - 3 lpa,0-2 years,2
1.0,business development executive-ad sales,valueleaf services india private limited,mumbai,₹  3.6 - 4 lpa,0-2 years,2
1.0,junior social media marketing specialist,vscale consulting llp,remote,₹  2.5 - 3.5 lpa,0-2 years,2
1.0,general management manager,avaesa,chennai,₹  3 - 4.5 lpa,0-2 years,2
1.0,3d printing specialist,monospace industries,chennai,₹  2.4 - 3.6 lpa,0-2 years,2
1.0,software engineer,aulacube,bangalore,₹  8 - 10 lpa,0-5 years,4
1.0,junior aerospace engineer (cfd),monospace industries,chennai,₹  2.4 - 4 lpa,0-2 years,2
1.0,content strategist,busibud,bangalore,₹  3 - 5 lpa,0-5 years,4
1.0,digital marketing associate,medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,content writer,medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,finance executive,medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,administration executive,medius technologies private limited,mumbai,₹  3 - 4 lpa,0-2 years,2
,associate telecaller (night shift),draft n craft,delhi,₹  2 - 2.5 lpa,0-2 years,2
1.0,product operations analyst,media.net,mumbai,₹  3 - 4.5 lpa,0-2 years,2
1.0,seo specialist,medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,content writer,hirific,remote,₹  3 lpa,0-2 years,2
1.0,mis operations,medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,graphic designer,thecoinrepublic,bhopal,₹  2 - 4 lpa,0-2 years,2
1.0,business development manager,pawzz,gurgaon,₹  2 - 4 lpa,0-2 years,2
1.0,data analytics associate,medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,sales executive,mithi software technologies private limited,pune,₹  3 - 3.5 lpa,0-2 years,2
1.0,associate chartered accountant (ca),medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
1.0,paralegal,medius technologies private limited,mumbai,₹  2 - 3 lpa,0-2 years,2
,business development associate,natasha sharma,delhi,₹  2.4 - 3.5 lpa,0-2 years,2
1.0,financial sales executive,wemakescholars,chennai,₹  3 - 3.7 lpa,0-2 years,2
1.0,astrologer support executive (non-voice process),astrotalk,remote,₹  2 - 2.4 lpa,0-2 years,2
1.0,field sales executive,wudbox,hyderabad,₹  2.4 - 3 lpa,0-2 years,2
,content writer & creator,binge club,bangalore,₹  2.4 - 3 lpa,0-2 years,2
,business development executive,rainbow toys store,gurgaon,₹  2 - 2.5 lpa,0-2 years,2
,lego education facilitator,robo-g,bangalore,₹  2.4 - 3.6 lpa,0-2 years,2
,academic counselor,ncr eduservices private limited,noida,₹  2.4 - 4.2 lpa,0-2 years,2
,accountant,a2z travel planners,noida,₹  2 - 2.01 lpa,0-2 years,2
