actively_hiring,Type_of_job,company_name,location,salary,experience,experience_enc
,software developer,ultrafly solutions private limited,kozhikode,₹  2.4 - 6.6 lpa,1-3 years,6
,accountant,united hr solutions pvt. ltd.,navi mumbai,competitive salary,1-3 years,6
,junior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,4-6 years,24
,junior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,junior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,accountant,united hr solutions pvt. ltd.,jaipur,competitive salary,4-6 years,24
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,accountant,united hr solutions pvt. ltd.,navi mumbai,competitive salary,1-3 years,6
,digital marketing executive,united hr solutions pvt. ltd.,mumbai,₹  3 - 3.6 lpa,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,junior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,marketing executive,united hr solutions pvt. ltd.,ahmedabad,₹  2.4 - 3.6 lpa,1-3 years,6
,accountant,united hr solutions pvt. ltd.,delhi,competitive salary,7-10 years,31
,sales executive,united hr solutions pvt. ltd.,ahmedabad,₹  5 - 7 lpa,4-6 years,24
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,4-6 years,24
,senior accountant,united hr solutions pvt. ltd.,navi mumbai,competitive salary,1-3 years,6
,sales manager,united hr solutions pvt. ltd.,ahmedabad,₹  3 - 3.6 lpa,4-6 years,24
,junior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,junior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,₹  4 - 5 lpa,7-10 years,31
,accountant,united hr solutions pvt. ltd.,navi mumbai,₹  3 - 3.6 lpa,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,navi mumbai,₹  3 - 3.6 lpa,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,₹  4 - 5 lpa,7-10 years,31
,business development executive,united hr solutions pvt. ltd.,ahmedabad,₹  3 - 5 lpa,4-6 years,24
,senior accountant,united hr solutions pvt. ltd.,navi mumbai,competitive salary,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,jaipur,₹  3 - 5 lpa,4-6 years,24
,accountant,united hr solutions pvt. ltd.,navi mumbai,₹  3 - 3.6 lpa,1-3 years,6
,recruiter,united hr solutions pvt. ltd.,sanand,competitive salary,1-3 years,6
,sales manager,united hr solutions pvt. ltd.,ahmedabad,₹  3 - 4.2 lpa,4-6 years,24
,accountant,united hr solutions pvt. ltd.,navi mumbai,₹  3 - 3.6 lpa,1-3 years,6
,accountant,united hr solutions pvt. ltd.,gandhinagar,competitive salary,1-3 years,6
,senior accountant,united hr solutions pvt. ltd.,ahmedabad,competitive salary,4-6 years,24
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,business development executive,truhomes realty,noida,₹  3 - 6 lpa,1-3 years,6
,design engineer,tech recruit consultants,faridabad,₹  3.6 - 4.56 lpa,4-6 years,24
,senior accountant,tradenfill,delhi,₹  36 - 48 lpa,4-6 years,24
,php developer,toolify private limited,delhi,₹  5 - 9 lpa,4-6 years,24
,sales executive,titan consultancy,bangalore,₹  5 - 6 lpa,1-3 years,6
,accountant,titan consultancy,navi mumbai,₹  3.6 - 4.8 lpa,1-3 years,6
,accountant,titan consultancy,bangalore,₹  36 - 43.2 lpa,1-3 years,6
,accountant,titan consultancy,bangalore,₹  3 - 3.6 lpa,1-3 years,6
,accountant,titan consultancy,gurgaon,₹  3 - 3.5 lpa,1-3 years,6
,accountant,titan consultancy,gurgaon,₹  3 - 3.5 lpa,1-3 years,6
,sales executive,titan consultancy,navi mumbai,₹  6 - 12 lpa,4-6 years,24
,sales executive,titan consultancy,bangalore,₹  3.6 - 5 lpa,1-3 years,6
,marketing executive,t.i.m.e. (triumphant institute of management education),secunderabad,₹  2.4 - 3.6 lpa,1-3 years,6
,business development executive,tileswale,rajkot,competitive salary,1-3 years,6
,business development executive,tileswale,rajkot,competitive salary,1-3 years,6
,php developer,tileswale,rajkot,₹  2.4 - 6 lpa,1-3 years,6
,senior php developer,thewebpatriot,ahmedabad,₹  3 - 4.8 lpa,4-6 years,24
,senior php developer,thewebpatriot,ahmedabad,₹  2.4 - 4.2 lpa,4-6 years,24
,senior php developer,thewebpatriot,ahmedabad,₹  3 - 5.4 lpa,4-6 years,24
,business development executive,thewebpatriot,ahmedabad,₹  2.4 - 4.2 lpa,4-6 years,24
,senior php developer,thewebpatriot,ahmedabad,₹  3 - 6 lpa,4-6 years,24
,senior php developer,thewebpatriot,ahmedabad,₹  3.6 - 6 lpa,4-6 years,24
,business development executive,the skyppedia,hyderabad,₹  2.16 - 2.4 lpa,0-1 years,1
,business analyst,driftpoint technologies,jaipur,₹  21.6 - 43.2 lpa,1-3 years,6
,php developer,driftpoint technologies,jaipur,₹  3.6 - 7.2 lpa,1-3 years,6
,senior php developer,driftpoint technologies,jaipur,₹  64.8 - 86.4 lpa,1-3 years,6
,php developer,driftpoint technologies,jaipur,₹  43.2 - 86.4 lpa,1-3 years,6
,senior accountant,tesloye consultancy services,mumbai,₹  7.2 - 9.6 lpa,4-6 years,24
,digital marketing specialist,tesloye consultancy services,thane,₹  2.16 - 3 lpa,4-6 years,24
,marketing executive,tesloye consultancy services,mumbai,competitive salary,1-3 years,6
,business development manager,tesloye consultancy services,mumbai,₹  3 - 4.2 lpa,1-3 years,6
,business development executive,teqto infotech,rajkot,competitive salary,1-3 years,6
,web developer,teqto infotech,rajkot,competitive salary,1-3 years,6
,php developer,teqto infotech,rajkot,competitive salary,1-3 years,6
,wordpress developer,teqto infotech,rajkot,competitive salary,1-3 years,6
,python developer,telamon hr solutions,gurgaon,₹  20 - 33 lpa,4-6 years,24
,web developer,techvizo,vashi,₹  2.4 - 4.8 lpa,1-3 years,6
,php developer,technozer solution,surat,competitive salary,1-3 years,6
,senior php developer,technozer solution,surat,₹  2.16 - 4.2 lpa,1-3 years,6
,php developer,technozer solution,surat,₹  2.16 - 4.2 lpa,1-3 years,6
,php developer,technozer solution,surat,₹  2.16 - 4.2 lpa,1-3 years,6
,web developer,technokrate,nagpur,competitive salary,0-1 years,1
,senior php developer,techmave software,noida,₹  2.4 - 6 lpa,4-6 years,24
,senior operations executive,techchef consulting india private limited,mumbai,₹  2.4 - 3 lpa,1-3 years,6
,business development executive,techchef consulting india private limited,bangalore,₹  2.4 - 3.6 lpa,0-1 years,1
,business development executive,techchef consulting india private limited,mumbai,₹  2.4 - 3.6 lpa,1-3 years,6
,business development executive,techchef consulting india private limited,bangalore,₹  2.4 - 3.6 lpa,1-3 years,6
,junior .net developer,tech briganty,hyderabad,₹  4.5 - 5 lpa,1-3 years,6
,business development executive,tech briganty,hyderabad,competitive salary,4-6 years,24
,business development manager,tech briganty,hyderabad,competitive salary,4-6 years,24
,business development executive,tech briganty,hyderabad,competitive salary,1-3 years,6
,business development manager,tech briganty,hyderabad,competitive salary,4-6 years,24
,php developer,techalmas llp,ahmedabad,competitive salary,1-3 years,6
,php developer,techalmas llp,ahmedabad,competitive salary,1-3 years,6
,business development manager,swen services,surat,competitive salary,1-3 years,6
,sales executive,swapna srushti interior projects llp,ahmedabad,competitive salary,1-3 years,6
,sales executive,swapna srushti interior projects llp,ahmedabad,competitive salary,1-3 years,6
,field sales executive,sti apparel automotion pvt ltd.,delhi,₹  2.4 - 3.6 lpa,4-6 years,24
,digital marketing manager,sti apparel automotion pvt ltd.,delhi,₹  3 - 6 lpa,7-10 years,31
,sales executive,s & s properties,bangalore,₹  2.4 - 4.8 lpa,1-3 years,6
,associate interior designer,square yards,hyderabad,₹  3 - 6 lpa,4-6 years,24
,junior interior designer,square yards,gurgaon,₹  3 - 55 lpa,1-3 years,6
,interior designer,square yards,gurgaon,₹  3 - 4.5 lpa,1-3 years,6
,business development executive,square yards,pune,₹  3 - 5 lpa,0-1 years,1
,business development manager,square yards,pune,₹  2.5 - 4 lpa,1-3 years,6
,business development executive,square yards,pune,₹  3 - 5 lpa,1-3 years,6
,business development manager,square yards,pune,₹  7 - 12 lpa,4-6 years,24
,talent acquisition specialist,square yards,gurgaon,₹  2.16 - 3 lpa,1-3 years,6
,business development executive,square yards,mumbai,₹  3 - 4.8 lpa,0-1 years,1
,business development manager,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,sales executive,square yards,gurgaon,₹  2.4 - 3 lpa,0-1 years,1
,sales executive,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,business development executive,square yards,mumbai,₹  3 - 3.8 lpa,1-3 years,6
,business development specialist,square yards,bangalore,₹  3 - 6 lpa,0-1 years,1
,business development specialist,square yards,pune,competitive salary,0-1 years,1
,business development executive,square yards,mumbai,₹  2.4 - 3.6 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,senior business development executive,square yards,mumbai,₹  3 - 4.8 lpa,0-1 years,1
,senior business development executive,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,business development executive,square yards,gurgaon,₹  30.24 - 36 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  2.16 - 3.6 lpa,1-3 years,6
,senior business development executive,square yards,gurgaon,₹  3 - 4.5 lpa,1-3 years,6
,business development executive,square yards,gurgaon,₹  3 - 5 lpa,0-1 years,1
,business development manager,square yards,gurgaon,₹  4 - 10 lpa,4-6 years,24
,business development executive,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,sales executive,square yards,gurgaon,₹  24 - 42 lpa,0-1 years,1
,business development manager,square yards,pune,₹  2.4 - 7.2 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  3 - 4.8 lpa,0-1 years,1
,sales executive,square yards,gurgaon,₹  2.5 - 3 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  2.5 - 4 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  2.5 - 3.5 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,business development executive,square yards,gurgaon,₹  3 - 4 lpa,1-3 years,6
,sales executive,square yards,thane,₹  2.4 - 4.8 lpa,0-1 years,1
,junior content writer,square yards,gurgaon,₹  3 - 4.2 lpa,1-3 years,6
,sales executive,square yards,pune,₹  2.5 - 4 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  2.5 - 4 lpa,0-1 years,1
,sales executive,square yards,thane,₹  2.5 - 5 lpa,0-1 years,1
,business development executive,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,business development executive,square yards,gurgaon,competitive salary,1-3 years,6
,sales executive,square yards,gurgaon,competitive salary,0-1 years,1
,business development executive,square yards,gurgaon,₹  3 - 4 lpa,1-3 years,6
,business development executive,square yards,gurgaon,₹  3 - 5 lpa,1-3 years,6
,business development manager,squarcell resource,mumbai,₹  4 - 7 lpa,1-3 years,6
,business development manager,sqrft infratech pvt ltd,noida,₹  3 - 6 lpa,1-3 years,6
,business development manager,sqrft infratech pvt ltd,noida,₹  3 - 6 lpa,1-3 years,6
,business analyst,spring hr,navi mumbai,₹  25 - 30 lpa,7-10 years,31
,talent acquisition manager,spring hr,gandhinagar,₹  6 - 12 lpa,4-6 years,24
,business development executive,spartanbots technologies,remote,₹  2.4 - 3.6 lpa,1-3 years,6
,business development executive,spartanbots technologies,remote,₹  2 - 3.6 lpa,1-3 years,6
,digital marketing specialist,spandana hospital,bangalore,₹  2.88 - 4.8 lpa,1-3 years,6
,sales executive,solidedge industries,hyderabad,₹  3 - 4.2 lpa,1-3 years,6
,sales executive,solidedge industries,chennai,₹  3 - 4.2 lpa,1-3 years,6
,sales manager,snj solutions,madurai,₹  2.07 - 6.68 lpa,1-3 years,6
,senior software developer,smiligence- software company,noida,₹  10 - 17 lpa,4-6 years,24
,business analyst,smac digital private limited,jaipur,₹  2.4 - 3 lpa,0-1 years,1
,business development executive,siyana info solutions pvt. ltd.,noida,₹  3 - 8 lpa,1-3 years,6
,php developer,siyana info solutions pvt. ltd.,rajkot,₹  2 - 4 lpa,1-3 years,6
,php developer,siyana info solutions pvt. ltd.,ahmedabad,₹  2 - 6 lpa,1-3 years,6
,php developer,siyana info solutions pvt. ltd.,ahmedabad,₹  2 - 7 lpa,1-3 years,6
,business development executive,sisgain,noida,₹  3 - 4.8 lpa,1-3 years,6
,business development manager,sioniq tech (p) ltd.,chennai,₹  3.12 - 3.6 lpa,1-3 years,6
,business development executive,sioniq tech (p) ltd.,madurai,₹  3.12 - 3.6 lpa,1-3 years,6
,business development executive,silicon it hub,ahmedabad,competitive salary,4-6 years,24
,junior architect,signum hotels and resorts,faridabad,₹  3 - 4 lpa,1-3 years,6
,junior architect,signum hotels and resorts,faridabad,₹  3 - 4 lpa,1-3 years,6
,junior architect,signum hotels and resorts,faridabad,₹  3 - 4 lpa,1-3 years,6
,junior architect,signum hotels and resorts,faridabad,₹  3 - 4 lpa,1-3 years,6
,architect,signum hotels and resorts,faridabad,₹  3 - 4 lpa,1-3 years,6
